From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),WS (m/s),WD (degree),AT (degree C)
2020-02-25,33.891052631578944,47.16,8.82695652173913,11.747083333333334,15.676666666666668,87.29958333333333,4.366666666666666,0.0425,32.80291666666667,0.3925,0.46166666666666667,204.2675,17.8
2020-02-26,51.46047619047619,73.20238095238095,12.52913043478261,17.380416666666665,18.50125,91.2475,3.565,0.03875,31.72375,0.0,0.44083333333333335,182.99,19.435416666666665
2020-02-27,54.88375,91.61583333333334,11.027391304347827,18.232083333333332,19.519166666666667,74.60541666666667,2.61,0.034999999999999996,36.889583333333334,0.6233333333333334,0.48750000000000004,155.97791666666666,20.009583333333335
2020-02-28,68.92521739130434,114.76217391304347,13.100000000000001,18.651111111111113,11.77125,79.69999999999999,3.5544444444444445,0.010833333333333334,13.145555555555555,0.7358333333333333,0.5125000000000001,143.99916666666667,20.298750000000002
2020-02-29,86.3175,147.31708333333333,,,0.0,,,0.0,,0.0,0.5308333333333334,183.89541666666665,21.086666666666666
2020-03-01,93.40416666666665,127.395,,,0.0,,,0.0,,0.0,0.5133333333333333,145.21083333333334,22.420416666666668
2020-03-02,102.61681818181819,144.07636363636365,,,0.0,,,0.0,,0.0,0.51625,176.82041666666666,23.196250000000003
2020-03-03,72.21555555555555,96.5488888888889,7.1191666666666675,20.209999999999997,8.840833333333334,77.45083333333334,8.546666666666667,0.0275,50.840833333333336,0.0,0.6175,170.43541666666667,22.5525
2020-03-04,,51.7475,7.822916666666667,18.040416666666665,18.138749999999998,101.55666666666667,5.7425,0.04791666666666667,45.53958333333333,0.0,0.65625,199.82875,22.59583333333333
2020-03-05,,32.235,9.770833333333334,19.115833333333335,20.326666666666664,96.38791666666667,4.671666666666667,0.035833333333333335,32.19625,0.0,0.60875,184.29708333333335,22.427083333333332
2020-03-06,,35.14869565217391,18.31086956521739,15.715217391304348,24.07260869565217,72.3208695652174,3.542608695652174,0.028695652173913046,27.501739130434782,0.0,0.6904347826086957,185.08521739130435,22.285652173913046
2020-03-07,,35.03041666666667,10.908333333333333,12.346666666666666,14.599166666666667,87.66875,3.080416666666667,0.01375,29.140416666666667,0.4995833333333333,0.6141666666666666,206.22208333333333,22.817083333333333
2020-03-08,,39.73583333333333,17.798000000000002,9.129999999999999,8.162083333333333,104.96,2.4899999999999998,0.005416666666666667,24.03,0.63,0.5133333333333333,159.25166666666667,23.18958333333333
2020-03-09,66.17500000000001,39.14611111111111,11.764615384615384,17.00307692307692,10.1625,109.35384615384615,4.957692307692308,0.07958333333333334,52.283846153846156,1.0516666666666667,0.5270833333333333,157.78333333333333,21.898750000000003
2020-03-10,25.656,25.776,13.748333333333333,16.22125,20.875833333333333,86.385,3.8033333333333332,0.25833333333333336,31.895,1.0329166666666667,0.5912499999999999,130.7475,20.385
2020-03-11,34.623333333333335,34.73333333333333,11.85,14.438095238095238,15.470454545454546,69.64761904761905,2.617142857142857,0.2413636363636364,36.76904761904762,0.27499999999999997,1.2327272727272727,105.05818181818182,21.737727272727273
2020-03-12,22.073333333333334,22.153333333333336,17.345,11.79888888888889,17.717222222222222,101.19111111111111,2.538333333333333,0.23166666666666666,38.27333333333333,0.2888888888888889,1.0577777777777777,111.28333333333333,23.650555555555556
2020-03-13,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,
2020-03-17,79.7525,223.35625,17.68875,6.0825,23.7725,13.084999999999999,4.10625,0.295,53.5725,0.3425,0.1825,174.845,25.26875
2020-03-18,64.8725,176.27458333333334,23.85208333333333,3.094583333333333,26.76875,14.1175,3.8362499999999997,0.29875,51.20791666666667,0.5537500000000001,0.5754166666666667,180.3429166666667,24.349166666666665
2020-03-19,57.3165,130.0625,24.845714285714287,4.847368421052631,28.915238095238095,16.65904761904762,4.095714285714286,0.29904761904761906,46.43238095238095,0.4495238095238095,1.3066666666666666,191.88857142857142,21.726190476190474
2020-03-20,,,,,,,,,,,,,
2020-03-21,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,
2020-03-24,94.16166666666668,229.02083333333334,15.527499999999998,5.194166666666667,20.6875,11.325833333333334,5.1375,0.29833333333333334,63.30083333333334,0.23666666666666666,0.5083333333333333,137.1825,28.479166666666668
2020-03-25,71.24875,186.01250000000002,20.223333333333333,4.7162500000000005,22.86,12.637083333333335,4.205,0.30041666666666667,52.46666666666667,0.24,0.7845833333333333,210.12750000000003,26.775833333333335
2020-03-26,66.15458333333333,153.01250000000002,18.515416666666667,3.1975000000000002,20.84625,12.719166666666666,3.9941666666666666,0.3,58.531666666666666,0.23708333333333334,0.4633333333333333,187.6775,26.734166666666667
2020-03-27,82.20791666666666,197.65166666666667,41.43391304347826,3.3728571428571428,44.10565217391304,15.36,5.074166666666667,0.3,57.95166666666666,0.1975,1.0016666666666667,160.42208333333335,27.742500000000003
2020-03-28,53.42541666666667,125.53750000000001,,,,58.377916666666664,3.9562500000000003,0.2925,62.88958333333333,0.11333333333333334,0.7079166666666666,196.35583333333332,28.263333333333335
2020-03-29,52.06739130434782,124.54739130434783,,,,58.17041666666666,3.6783333333333332,0.28583333333333333,54.88125,0.12416666666666666,0.6304166666666666,198.29166666666666,28.111666666666668
2020-03-30,50.76583333333334,120.24958333333332,,,,58.44208333333333,4.288333333333333,0.28250000000000003,65.49833333333333,0.11458333333333333,0.94125,162.24083333333334,27.867500000000003
2020-03-31,64.79608695652173,164.81130434782608,,,,58.256956521739134,4.931304347826087,0.28043478260869564,62.76130434782608,0.13217391304347825,0.5278260869565218,172.77478260869566,27.917391304347827
2020-04-01,71.876,198.422,,,,53.552,4.696,0.276,61.263999999999996,0.16999999999999998,0.45599999999999996,113.92,30.442
2020-04-02,71.86434782608696,195.9,,,,56.55304347826087,4.105652173913043,0.29043478260869565,55.555217391304346,0.2373913043478261,0.7795652173913044,167.13565217391303,29.379565217391306
2020-04-03,71.8690909090909,187.37863636363636,,,,62.23136363636363,3.803181818181818,0.29818181818181816,62.41318181818181,0.2240909090909091,0.7759090909090909,207.74363636363634,28.25181818181818
2020-04-04,62.29291666666666,156.04666666666665,,,,62.06708333333333,4.288749999999999,0.30666666666666664,74.37916666666666,0.20125,1.1558333333333333,179.1725,28.296666666666667
2020-04-05,61.70846153846154,121.01384615384615,,,,60.25230769230769,4.237692307692308,0.2969230769230769,93.66230769230768,0.07692307692307693,0.6376923076923078,188.93058823529412,30.196923076923078
2020-04-06,92.19818181818182,241.42454545454547,,,,60.91727272727273,4.412727272727273,0.3009090909090909,48.49181818181818,0.2318181818181818,0.4063636363636363,204.62818181818182,25.930909090909093
2020-04-07,77.83785714285715,166.3857142857143,90.91,,0.0,62.22571428571428,4.590714285714285,0.3157142857142857,61.105000000000004,0.265,0.865,163.9592857142857,26.927142857142858
2020-04-08,51.792142857142856,94.78785714285713,288.55333333333334,,66.744,66.86071428571428,4.9350000000000005,0.305,77.21071428571429,0.03785714285714286,0.8592857142857142,145.90214285714285,26.247857142857146
2020-04-09,117.92285714285715,160.045,351.3,,341.7,57.89625,5.8175,0.415,28.53375,0.0825,0.6325,188.9025,22.9575
2020-04-10,88.62217391304348,148.9582608695652,136.085,,13.82,65.5675,5.685833333333334,0.32583333333333336,59.51,0.125,0.5979166666666667,179.47375,27.104166666666668
2020-04-11,92.48041666666666,200.01,,,,58.88458333333333,5.26875,0.32708333333333334,72.18666666666667,0.15125,0.65125,159.06958333333333,28.596666666666668
2020-04-12,87.28304347826086,191.24913043478264,,,0.0,72.73727272727272,5.577826086956521,0.3382608695652174,41.50363636363636,0.15043478260869564,1.0978260869565217,154.52260869565217,28.68086956521739
2020-04-13,76.61333333333333,198.12791666666666,,,0.0,,5.107083333333333,0.34791666666666665,,0.14125000000000001,1.0179166666666666,144.6,29.60375
2020-04-14,90.07875,218.69416666666666,,,0.0,,4.928333333333334,0.3525,,0.1325,0.71875,153.19750000000002,30.237916666666663
2020-04-15,75.32416666666667,180.37833333333333,,,0.0,,4.334583333333334,0.37083333333333335,,0.17791666666666664,1.415,135.13583333333335,31.307916666666667
2020-04-16,62.53625,146.5220833333333,,,0.0,,4.45,0.36375,,0.06208333333333333,1.01625,145.11041666666668,30.460833333333337
2020-04-17,98.54291666666667,218.89916666666667,,,0.0,,4.337916666666667,0.3775,,0.14541666666666667,0.9474999999999999,117.08541666666667,31.2
2020-04-18,74.355,160.04041666666666,,,0.0,,5.0125,0.39083333333333337,,0.09458333333333334,0.9633333333333334,171.80124999999998,31.510416666666668
2020-04-19,56.55083333333334,126.36749999999999,,,0.0,,5.240833333333334,0.3833333333333333,,0.05375,0.61375,101.57083333333333,28.00208333333333
2020-04-20,82.82833333333333,177.25666666666666,,,0.0,,4.5063157894736845,0.38947368421052636,,0.12105263157894736,0.5410526315789475,138.94052631578947,28.805263157894736
2020-04-21,32.40833333333333,70.23708333333333,,,0.0,,4.3275,0.39083333333333337,,0.06458333333333334,0.8329166666666667,207.43125,26.39625
2020-04-22,28.78391304347826,59.777826086956516,,,0.0,,4.987826086956522,0.3817391304347826,,0.06826086956521739,0.7182608695652174,177.59130434782608,26.625217391304346
2020-04-23,38.8025,83.43208333333332,,,0.0,,4.618333333333333,0.36999999999999994,,0.05583333333333334,0.725,168.50041666666667,26.645833333333332
2020-04-24,32.712,65.076,,,0.0,,4.21,0.36133333333333334,,0.05466666666666667,0.8433333333333334,231.57066666666665,25.266000000000002
2020-04-25,39.33857142857143,102.28714285714285,,,0.0,,4.852857142857142,0.3485714285714286,,0.054285714285714284,0.33,98.30285714285715,27.408571428571427
2020-04-26,17.738260869565217,44.00086956521739,,,0.0,,4.590833333333333,0.34625,,0.055,1.0945833333333332,213.09083333333334,25.307916666666667
2020-04-27,28.72826086956522,71.10826086956521,,,0.0,,4.312083333333333,0.33708333333333335,,0.07125,1.00875,157.20375,25.78625
2020-04-28,36.65652173913043,85.86,,,0.0,,4.653333333333333,0.33375,,0.06625,1.25625,187.16208333333336,26.794166666666666
2020-04-29,36.76045454545454,74.99913043478261,,,0.0,,3.9745833333333334,0.32565217391304346,,0.060416666666666674,0.90125,205.99375,27.294583333333332
2020-04-30,54.410000000000004,109.64478260869565,,,0.0,,5.01875,0.31666666666666665,,0.06541666666666666,1.1708333333333334,189.11875,28.05
2020-05-01,59.18421052631579,218.77222222222224,,,0.0,,5.5736842105263165,0.3136842105263158,,0.04421052631578947,0.893157894736842,187.7436842105263,27.933157894736844
2020-05-02,,,,,,,,,,,,,
2020-05-03,75.18722222222222,143.51666666666668,,,0.0,,,0.4531818181818182,90.49454545454545,0.030000000000000002,1.6236363636363635,204.3318181818182,30.21590909090909
2020-05-04,29.730833333333333,98.29631578947368,,,0.0,,,0.39291666666666664,55.46625,0.050416666666666665,0.8333333333333334,215.19791666666666,27.984583333333333
2020-05-05,48.25958333333333,94.95708333333333,,,0.0,,,0.38458333333333333,74.54916666666666,0.055,0.9383333333333334,189.41,28.987916666666667
2020-05-06,40.839166666666664,86.12875000000001,,,0.0,,,0.3804166666666667,78.7725,0.08208333333333333,0.6445833333333334,181.12833333333333,27.95625
2020-05-07,25.155416666666667,65.71374999999999,,,0.0,,,0.3758333333333333,76.82416666666667,0.029583333333333333,0.7933333333333333,106.16791666666667,27.305833333333336
2020-05-08,33.68904761904762,76.0104761904762,,,0.0,,,0.379047619047619,63.37,0.04714285714285714,0.7904761904761906,147.43285714285716,29.535238095238096
2020-05-09,39.34647058823529,116.03529411764706,,,0.0,,,0.37823529411764706,74.39411764705882,0.018823529411764708,0.9952941176470587,139.54294117647058,30.857058823529414
2020-05-10,45.17214285714285,99.56714285714285,,,0.0,,,0.37714285714285717,52.06785714285714,0.027142857142857142,0.7678571428571429,170.21714285714285,30.231428571428573
2020-05-11,88.675,143.47,382.435,32.61,382.84000000000003,40.535,6.9375,0.6025,44.1475,0.0075,0.715,91.715,28.965
2020-05-12,79.63777777777779,125.27888888888889,,,,53.992,5.277,0.41100000000000003,52.17,0.077,0.425,168.082,26.873
2020-05-13,73.38,121.42142857142858,304.255,34.21,302.78,45.42700000000001,6.897999999999999,0.49000000000000005,57.061,0.034999999999999996,0.923,199.247,27.333
2020-05-14,69.994,121.0615,361.53,,349.03,50.095909090909096,,0.41500000000000004,84.69454545454545,0.05454545454545454,1.220909090909091,162.66545454545454,32.21818181818182
2020-05-15,49.93,116.09500000000001,,,,49.98791666666667,,0.37333333333333335,73.845,0.0525,0.9420833333333333,146.96041666666667,32.13708333333333
2020-05-16,47.62833333333333,126.74166666666667,267.71,,89.16,51.14291666666667,,0.3720833333333333,77.18833333333333,0.059166666666666666,1.5404166666666665,145.28,30.68625
2020-05-17,52.019999999999996,86.97,,,,45.5,,0.365,46.67,0.07500000000000001,0.38,195.0,24.675
2020-05-18,,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,,
2020-05-21,,,,,,,,,,,,,
2020-05-22,,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,,
2020-05-29,160.54250000000002,170.64,292.58666666666664,28.831666666666667,292.65000000000003,114.53000000000002,8.395,0.785,3.1300000000000003,0.0,0.6383333333333333,148.70000000000002,32.836666666666666
2020-05-30,44.50933333333333,81.76615384615386,59.178000000000004,6.1489473684210525,15.120499999999998,67.57,8.512857142857143,0.6142857142857143,54.571666666666665,0.0,0.8538095238095238,113.04619047619046,29.043333333333333
2020-05-31,30.040000000000003,77.46,16.48,0.49142857142857144,11.872,3.182857142857143,6.965999999999999,0.666,37.038,0.0,0.655,173.546,26.232
2020-06-01,85.7025,97.135,12.414,0.5980000000000001,7.225555555555555,2.982,6.323333333333333,0.6744444444444445,50.510000000000005,0.0,1.4144444444444444,180.71666666666667,27.81222222222222
2020-06-02,57.43294117647059,96.87,15.99875,0.5158823529411765,15.231176470588236,3.2323529411764707,5.938235294117647,0.5717647058823528,59.11588235294118,0.0,0.6194117647058823,155.87588235294118,27.67705882352941
2020-06-03,63.335,95.22,,,0.0,,5.018888888888889,0.6577777777777778,59.15777777777779,0.0,1.8777777777777775,196.3122222222222,29.22555555555555
2020-06-04,31.895714285714288,85.5807142857143,,,0.0,,6.12625,0.0,36.076875,0.0,0.611875,134.1125,29.199375
2020-06-05,21.305555555555557,457.8222222222222,,,0.0,,6.587777777777777,0.11888888888888889,13.967777777777778,0.0,0.7444444444444445,89.51666666666667,25.99111111111111
2020-06-06,118.86714285714287,185.90285714285716,11.772499999999999,0.7749999999999999,5.39,2.7975,5.261111111111111,0.6933333333333334,27.93111111111111,0.0,0.6333333333333333,168.34333333333333,27.327777777777776
2020-06-07,98.6725,138.675,13.2975,0.745,13.9025,2.8425000000000002,9.8925,0.7274999999999999,27.27,0.0,0.41500000000000004,202.06,29.1125
2020-06-08,77.48416666666667,148.03583333333333,14.613333333333333,0.604,15.162666666666667,3.0433333333333334,6.796,0.636,74.404,0.0,1.0746666666666667,143.96533333333335,32.158
2020-06-09,66.33111111111111,190.6257142857143,14.734444444444446,0.5311111111111111,15.236666666666666,3.0244444444444443,6.394444444444445,0.6422222222222222,50.937777777777775,0.0,0.4555555555555555,130.30555555555554,25.082222222222224
2020-06-10,36.221111111111114,250.32444444444445,17.107777777777777,0.5422222222222222,17.616666666666667,3.1666666666666665,5.108888888888888,0.5566666666666666,29.144444444444446,0.0,0.4444444444444444,202.54444444444445,25.582222222222224
2020-06-11,43.425909090909094,104.1905,,,0.0,,5.895,0.5883333333333334,34.07565217391304,0.0,0.5583333333333333,166.78541666666666,29.129166666666666
2020-06-12,40.01444444444444,90.2875,,,0.0,,6.808,0.634,15.452222222222222,0.0,0.32599999999999996,159.92000000000002,26.538999999999998
2020-06-13,57.48125,206.43500000000003,,,0.0,,6.891,0.635,15.374444444444444,0.0,0.554,163.517,26.173000000000002
2020-06-14,104.07,158.88,,,0.0,,4.53,0.565,19.130000000000003,0.0,0.28500000000000003,31.72,26.61
2020-06-15,40.23,253.14,,,0.0,,16.64,1.03,,0.0,0.26,75.42,25.38
2020-06-16,62.9,502.09,,,0.0,,24.36,1.21,,0.0,0.65,47.75,28.32
2020-06-17,,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,,
2020-06-19,,,,,,,,,,,,,
2020-06-20,,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,,
2020-06-24,308.79,589.39,,,0.0,,,0.0,8.248000000000001,0.0,0.152,118.60999999999999,28.172000000000004
2020-06-25,113.59666666666668,200.8983333333333,229.10250000000002,34.04,23.94916666666667,95.37125,10.126153846153848,0.34541666666666665,22.08458333333333,0.0,0.7058333333333334,67.86333333333333,28.55
2020-06-26,28.029230769230768,62.886153846153846,3.2225,3.3674999999999997,6.083076923076923,7.179230769230769,7.348461538461539,0.4146153846153846,23.02769230769231,0.0,0.5276923076923077,131.45461538461538,27.053076923076922
2020-06-27,,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,,
2020-06-30,,,,,,,,,,,,,
2020-07-01,17.57090909090909,107.25636363636364,3.5036363636363634,3.619090909090909,7.119999999999999,0.06454545454545454,7.066363636363636,0.27545454545454545,30.451818181818183,0.0,0.5254545454545455,119.14181818181818,30.456363636363633
2020-07-02,15.040000000000001,53.48583333333334,3.65,3.69,7.34,0.0525,6.276666666666667,0.18916666666666668,26.58666666666667,0.0,0.5499999999999999,113.455,28.625833333333333
2020-07-03,,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,,
2020-07-10,,,,,,,,,,,,,
2020-07-11,,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,,
2020-07-14,10.770909090909091,67.1809090909091,2.8358333333333334,3.140833333333333,5.973333333333334,0.0825,7.785833333333334,0.15916666666666668,30.116666666666664,0.0,0.8358333333333333,156.36249999999998,27.3925
2020-07-15,4.8875,39.464166666666664,2.2775,2.6970833333333335,4.974583333333333,0.1075,11.803749999999999,0.12,22.50583333333333,0.0,1.0158333333333334,189.5875,27.10875
2020-07-16,5.8734782608695655,45.42166666666666,2.307916666666667,2.7237500000000003,5.031666666666667,0.09375,11.834166666666667,0.10833333333333334,18.132083333333334,0.0,0.47500000000000003,183.34624999999997,28.188333333333333
2020-07-17,6.8775,41.752916666666664,3.859166666666667,3.8487500000000003,7.70625,0.0736842105263158,7.1875,0.16458333333333333,19.95625,0.0,0.62125,151.86041666666668,27.787499999999998
2020-07-18,5.66875,40.06375,3.6508333333333334,3.6916666666666664,7.341666666666666,0.021666666666666667,6.102916666666666,0.125,22.987916666666667,0.0,0.92125,160.13250000000002,28.116249999999997
2020-07-19,14.048333333333334,36.60958333333333,3.6183333333333336,3.66,7.2754166666666675,0.010526315789473684,6.40625,0.08416666666666667,21.205416666666668,0.0,0.7533333333333333,141.26291666666665,29.171666666666667
2020-07-20,22.3315,42.669,5.715416666666666,5.198333333333333,10.911666666666667,0.01,7.2820833333333335,0.13125,16.660416666666666,0.0,0.8029166666666666,147.93208333333334,27.67125
2020-07-21,22.574583333333333,39.83166666666667,6.845,6.004166666666666,12.850416666666668,,6.947916666666667,0.15708333333333332,13.224166666666667,0.0,0.5916666666666667,158.87166666666667,26.480833333333333
2020-07-22,26.448636363636364,41.49,7.29375,6.342083333333334,13.635416666666666,,7.2245833333333325,0.14583333333333334,27.92375,0.0,0.7470833333333333,159.965,27.111666666666665
2020-07-23,23.39470588235294,28.8935,7.617916666666666,6.56625,14.183749999999998,,7.854583333333333,0.17500000000000002,17.797083333333333,0.0,0.83,133.37583333333333,25.636666666666667
2020-07-24,27.40826086956522,42.6475,6.979166666666667,6.13,13.108333333333334,,16.750833333333333,0.2004166666666667,14.682916666666666,0.0,0.6641666666666667,115.53166666666668,26.408749999999998
2020-07-25,23.855416666666667,41.5425,7.545833333333333,6.511666666666667,14.058750000000002,,16.892500000000002,0.07916666666666666,17.187083333333334,0.0,0.43041666666666667,134.59291666666667,27.437916666666666
2020-07-26,25.222272727272728,45.390454545454546,7.525833333333334,6.489583333333333,14.01625,,7.715416666666666,0.08666666666666667,28.77333333333333,0.0,0.5720833333333334,134.26,28.469166666666666
2020-07-27,37.975833333333334,68.63916666666667,7.881666666666667,6.775833333333334,14.655416666666667,,12.13375,0.1875,28.987916666666667,0.0,0.43,160.90416666666667,28.800833333333333
2020-07-28,25.69909090909091,41.96695652173913,7.60625,6.56375,14.169583333333334,,10.299166666666666,0.135,22.527083333333334,0.0,0.62875,165.22083333333333,27.222083333333334
2020-07-29,29.066086956521737,46.710434782608694,7.516666666666667,6.513750000000001,13.88125,,12.822916666666666,0.1366666666666667,21.0925,0.0,0.8404166666666667,131.44708333333332,27.812083333333334
2020-07-30,25.443749999999998,48.93625,8.656666666666666,7.326666666666667,15.98375,,15.227083333333333,0.10791666666666666,17.65375,0.0,0.4741666666666667,127.94875,28.402916666666666
2020-07-31,42.949999999999996,72.30208333333333,8.856250000000001,7.484166666666667,16.340416666666666,,11.122083333333334,0.32583333333333336,13.708333333333334,0.0,0.525,165.60583333333332,27.629583333333333
2020-08-01,38.26708333333333,58.096666666666664,8.710416666666667,7.350833333333333,16.06083333333333,,10.252916666666666,0.11791666666666667,28.113333333333333,0.0,0.5629166666666666,177.2225,28.109583333333333
2020-08-02,23.762999999999998,38.327999999999996,9.178,7.695,16.872,,10.752,0.177,19.831,0.0,0.9789999999999999,147.518,25.581
2020-08-03,44.41421052631579,57.93052631578948,7.5465217391304344,6.517391304347826,14.06304347826087,,11.172173913043478,0.2734782608695652,18.743478260869566,0.0,0.41304347826086957,140.24608695652174,26.513913043478258
2020-08-04,38.981249999999996,59.41833333333333,8.786666666666667,7.437083333333334,16.22458333333333,,10.200833333333334,0.2354166666666667,26.449583333333333,0.0,1.22125,153.0225,27.334999999999997
2020-08-05,0.94,4.434285714285714,8.45625,7.16,15.616249999999999,,7.14375,0.0475,26.791249999999998,0.0,0.9775,192.8,23.8375
2020-08-06,28.87066666666667,46.696,8.729333333333333,7.387333333333333,16.116,,10.026666666666667,0.23133333333333334,12.841333333333333,0.0,0.7786666666666666,182.91933333333333,26.92733333333333
2020-08-07,21.96666666666667,45.56695652173913,7.649583333333333,6.612916666666667,14.263333333333334,,9.050416666666667,0.18875,14.26,0.0,0.6170833333333333,170.72083333333333,27.707916666666666
2020-08-08,21.280434782608694,42.082727272727276,7.73875,6.645833333333333,14.386249999999999,,7.983750000000001,0.16666666666666666,14.514583333333334,0.0,0.48833333333333334,152.13958333333332,26.675833333333333
2020-08-09,29.69,64.42739130434782,7.6825,6.605833333333333,14.288333333333334,,10.489166666666668,0.115,18.84625,0.0,0.6170833333333333,155.63208333333333,28.017083333333332
2020-08-10,15.756111111111112,23.49590909090909,7.8429166666666665,6.727083333333333,14.569166666666666,,8.32,0.13999999999999999,19.024166666666666,0.0,1.43,167.31041666666667,28.116666666666664
2020-08-11,18.85842105263158,38.79863636363637,7.526666666666666,6.50875,14.035833333333334,,12.392083333333334,0.17041666666666666,14.737083333333333,0.0,0.775,146.23833333333334,27.143333333333334
2020-08-12,26.116086956521738,44.93869565217391,7.677916666666666,6.614166666666667,14.290833333333333,,8.627083333333333,0.21875,18.00166666666667,0.0,0.47041666666666665,153.90208333333334,27.653333333333332
2020-08-13,31.351666666666663,50.97521739130435,7.6570833333333335,6.6025,14.259583333333333,,7.749583333333334,0.19458333333333333,17.011666666666667,0.0,1.2654166666666666,171.13166666666666,27.51375
2020-08-14,44.02214285714286,120.66615384615383,4.769333333333334,4.499333333333333,9.270666666666667,,7.302666666666667,0.27466666666666667,9.120000000000001,0.0,1.1673333333333331,176.57466666666667,24.93933333333333
2020-08-15,19.013125,34.67666666666666,3.580625,3.626875,7.20625,,10.85,0.18125,5.8774999999999995,0.0,0.849375,180.596875,25.41
2020-08-16,48.799375,64.271875,,,0.0,,9.488823529411764,0.28411764705882353,11.45125,0.0,0.45294117647058824,152.90235294117647,27.001176470588234
2020-08-17,48.15,59.58916666666667,3.783333333333333,3.795833333333333,7.574166666666667,,8.198333333333332,0.295,8.889999999999999,0.0,0.49333333333333335,152.04833333333332,25.9375
2020-08-18,15.751363636363637,27.335454545454546,3.950416666666667,3.8920833333333333,7.844166666666666,,8.4425,0.3283333333333333,7.23125,0.0,0.48,155.16166666666666,25.561666666666667
2020-08-19,30.514347826086958,46.06,3.99375,3.9370833333333333,7.930833333333333,,8.741249999999999,0.3125,9.814166666666667,0.0,0.8533333333333334,177.64625,26.73125
2020-08-20,23.998124999999998,38.00529411764706,4.754782608695652,4.480869565217391,9.234782608695653,,8.287391304347826,0.2252173913043478,13.32913043478261,0.0,1.5047826086956522,181.33391304347828,25.597391304347827
2020-08-21,12.0025,19.28642857142857,6.761333333333334,5.937333333333333,12.702,,8.25,0.156,13.331999999999999,0.0,1.204,152.782,25.412666666666667
2020-08-22,,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,,
2020-08-24,75.3425,123.674,3.2014285714285715,3.386428571428571,6.5878571428571435,,11.584285714285715,0.4121428571428572,13.63076923076923,0.0,0.5192857142857142,161.60285714285715,29.02642857142857
2020-08-25,41.698,66.91857142857143,3.6315789473684212,3.643684210526316,5.908260869565218,,10.73304347826087,0.30695652173913046,7.6215,0.0,0.561304347826087,176.3886956521739,26.23086956521739
2020-08-26,14.776190476190477,26.553181818181816,4.39375,4.225833333333333,8.617916666666668,,9.4375,0.225,9.476666666666667,0.0,2.2279166666666668,180.32666666666668,25.580833333333334
2020-08-27,10.89611111111111,19.550625,4.401666666666666,4.226249999999999,8.627916666666666,,8.812083333333334,0.21541666666666667,11.265416666666667,0.0,1.0779166666666666,160.94041666666666,24.435000000000002
2020-08-28,16.19272727272727,31.447391304347825,4.585833333333333,4.360833333333333,8.944166666666666,,10.68,0.19041666666666668,14.433333333333332,0.0,1.2429166666666667,139.69791666666666,25.716250000000002
2020-08-29,20.45,39.26916666666667,3.268333333333333,3.401666666666667,6.670833333333333,,13.248333333333333,0.23583333333333334,12.629166666666668,0.0,1.0683333333333334,172.4416666666667,27.930833333333336
2020-08-30,26.18,40.9195,2.8114285714285714,3.0604761904761904,5.872857142857143,,10.111904761904762,0.26142857142857145,10.58952380952381,0.0,1.0133333333333334,165.99380952380952,27.365238095238094
2020-08-31,51.123684210526314,85.74277777777777,3.6950000000000003,3.7191666666666667,7.414583333333333,,12.064583333333333,0.38125000000000003,12.847499999999998,0.0,0.61,180.95541666666668,28.408749999999998
2020-09-01,59.95857142857143,108.72,6.180416666666667,5.521666666666667,11.700833333333334,,12.100416666666668,0.42250000000000004,13.3375,0.0,0.3591666666666667,174.26375,28.548333333333332
2020-09-02,48.55307692307693,69.41692307692307,5.121818181818182,4.75,9.872727272727273,,10.604090909090909,0.4459090909090909,16.992727272727272,0.0,0.6163636363636363,188.8890909090909,25.51409090909091
2020-09-03,54.50608695652174,86.9791304347826,5.645217391304348,5.14304347826087,10.788260869565217,,14.264347826086956,0.31130434782608696,15.73391304347826,0.0,0.5482608695652174,183.68956521739128,27.10304347826087
